flight_id,flight_date,airline_code,airline_name,flight_number,origin,destination,domestic,distance_km,aircraft_type,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,departure_delay_min,arrival_delay_min,delay_reason,cancelled,traveller_class,seats_booked,load_factor
1531,2024-01-21,VQ,NovoAir,VQ816,DAC,DOH,False,3912.7,Boeing 737-800,2024-01-21T21:20:00,2024-01-21T21:23:00,2024-01-22T02:33:00.960000,2024-01-22T02:40:00.960000,3.0,7.0,None,False,Premium Economy,230,0.66
1532,2024-01-21,BS,US-Bangla Airlines,BS383,CXB,CGP,True,90.0,Boeing 737-800,2024-01-21T05:10:00,2024-01-21T07:23:00,2024-01-21T05:40:00,2024-01-21T07:51:00,133.0,131.0,Security,False,Economy,175,0.88
1533,2024-01-21,MH,Malaysia Airlines,MH951,DAC,DEL,False,1425.3,Airbus A320,2024-01-21T08:20:00,2024-01-21T09:10:00,2024-01-21T10:14:01.440000,2024-01-21T10:52:01.440000,50.0,38.0,Carrier (Operations),False,Economy,195,0.56
1534,2024-01-21,BG,Biman Bangladesh Airlines,BG455,CXB,DAC,True,310.7,Boeing 737-800,2024-01-21T18:00:00,2024-01-21T18:07:00,2024-01-21T18:30:00,2024-01-21T18:45:00,7.0,15.0,Security,False,Economy,69,0.34
1535,2024-01-21,BS,US-Bangla Airlines,BS961,DAC,CGP,True,228.9,ATR 72-600,2024-01-21T18:30:00,2024-01-21T18:33:00,2024-01-21T19:00:00,2024-01-21T19:00:00,3.0,0.0,None,False,Economy,150,0.75
1536,2024-01-21,VQ,NovoAir,VQ239,DAC,ZYL,True,194.0,Boeing 787-8,2024-01-21T13:55:00,2024-01-21T13:55:00,2024-01-21T14:25:00,2024-01-21T14:25:00,0.0,0.0,None,False,Business,109,0.55
1537,2024-01-21,2A,Air Astra,2A739,DAC,CGP,True,228.9,ATR 72-600,2024-01-21T12:45:00,2024-01-21T13:41:00,2024-01-21T13:15:00,2024-01-21T13:55:00,56.0,40.0,Air Traffic Control,False,Economy,148,0.74
1538,2024-01-21,2A,Air Astra,2A137,DAC,SPD,True,260.9,Airbus A320,2024-01-21T12:00:00,2024-01-21T12:00:00,2024-01-21T12:30:00,2024-01-21T12:30:00,0.0,0.0,None,False,Premium Economy,138,0.69
1539,2024-01-21,VQ,NovoAir,VQ776,DAC,RJH,True,192.5,Boeing 787-8,2024-01-21T16:05:00,2024-01-21T17:04:00,2024-01-21T16:35:00,2024-01-21T17:50:00,59.0,75.0,Carrier (Operations),False,Economy,149,0.74
1540,2024-01-21,2A,Air Astra,2A491,SIN,DAC,False,2896.7,Boeing 787-8,2024-01-21T17:05:00,2024-01-21T17:07:00,2024-01-21T20:56:44.160000,2024-01-21T20:56:44.160000,2.0,0.0,None,False,Economy,187,0.53
1541,2024-01-21,BG,Biman Bangladesh Airlines,BG631,DAC,DEL,False,1425.3,Boeing 737-800,2024-01-21T08:10:00,2024-01-21T08:11:00,2024-01-21T10:04:01.440000,2024-01-21T10:04:01.440000,1.0,0.0,None,False,Economy,166,0.47
1542,2024-01-21,SQ,Singapore Airlines,SQ606,DAC,DEL,False,1425.3,Boeing 737-800,2024-01-21T19:15:00,2024-01-21T19:28:00,2024-01-21T21:09:01.440000,2024-01-21T21:09:01.440000,13.0,0.0,Air Traffic Control,False,Economy,286,0.82
1543,2024-01-21,2A,Air Astra,2A854,DAC,CGP,True,228.9,Boeing 777-300ER,2024-01-21T14:45:00,2024-01-21T14:49:00,2024-01-21T15:15:00,2024-01-21T15:15:00,4.0,0.0,None,False,Economy,111,0.56
1544,2024-01-21,2A,Air Astra,2A946,CXB,CGP,True,90.0,Airbus A320,2024-01-21T11:35:00,2024-01-21T11:37:00,2024-01-21T12:05:00,2024-01-21T12:05:00,2.0,0.0,None,False,Business,160,0.8
1545,2024-01-21,BG,Biman Bangladesh Airlines,BG817,ZYL,DAC,True,194.0,ATR 72-600,2024-01-21T07:25:00,2024-01-21T07:33:00,2024-01-21T07:55:00,2024-01-21T07:55:00,8.0,0.0,None,False,Economy,96,0.48
1546,2024-01-21,VQ,NovoAir,VQ229,CXB,DAC,True,310.7,Boeing 787-8,2024-01-21T21:20:00,2024-01-21T21:33:00,2024-01-21T21:50:00,2024-01-21T22:05:00,13.0,15.0,Air Traffic Control,False,Economy,101,0.51
1547,2024-01-21,2A,Air Astra,2A184,DAC,RJH,True,192.5,Boeing 787-8,2024-01-21T20:45:00,2024-01-21T20:50:00,2024-01-21T21:15:00,2024-01-21T21:25:00,5.0,10.0,None,False,Business,69,0.34
1548,2024-01-21,TG,Thai Airways,TG849,DAC,DXB,False,3536.8,Boeing 737-800,2024-01-21T21:50:00,2024-01-21T22:30:00,2024-01-22T02:32:56.640000,2024-01-22T03:16:56.640000,40.0,44.0,Air Traffic Control,False,Economy,312,0.89
1549,2024-01-21,TG,Thai Airways,TG437,BKK,DAC,False,1567.8,BOEING 737-800,2024-01-21T10:55:00,2024-01-21T12:00:00,2024-01-21T13:00:25.440000,2024-01-21T13:52:25.440000,65.0,52.0,Late Aircraft,False,Economy,227,0.65
1550,2024-01-21,VQ,NovoAir,VQ465,SPD,DAC,True,260.9,Boeing 777-300ER,2024-01-21T09:35:00,2024-01-21T09:38:00,2024-01-21T10:05:00,2024-01-21T10:06:00,3.0,1.0,None,False,Economy,138,0.69
1551,2024-01-21,2A,Air Astra,2A664,BZL,DAC,True,116.3,ATR 72-600,2024-01-21T22:30:00,2024-01-21T22:51:00,2024-01-21T23:00:00,2024-01-21T23:12:00,21.0,12.0,Late Aircraft,False,Business,132,0.66
1552,2024-01-21,AI,Air India,AI991,BKK,DAC,False,1567.8,Airbus A320,2024-01-21T20:25:00,2024-01-21T20:33:00,2024-01-21T22:30:25.440000,2024-01-21T22:30:25.440000,8.0,0.0,None,False,Economy,281,0.8
1553,2024-01-21,VQ,NovoAir,VQ106,DAC,SPD,True,260.9,Airbus A320,2024-01-21T11:15:00,2024-01-21T12:29:00,2024-01-21T11:45:00,2024-01-21T12:56:00,74.0,71.0,Carrier (Operations),False,Economy,74,0.37
1554,2024-01-21,BG,Biman Bangladesh Airlines,BG232,DEL,DAC,False,1425.3,Airbus A320,2024-01-21T19:15:00,2024-01-21T20:08:00,2024-01-21T21:09:01.440000,2024-01-21T21:39:01.440000,53.0,30.0,Weather,False,Economy,138,0.39
1555,2024-01-21,BG,Biman Bangladesh Airlines,BG609,CGP,CXB,True,90.0,Boeing 787-8,2024-01-21T20:35:00,2024-01-21T20:55:00,2024-01-21T21:05:00,2024-01-21T21:21:00,20.0,16.0,Carrier (Operations),False,Economy,106,0.53
1556,2024-01-21,SQ,Singapore Airlines,SQ782,DAC,CCU,False,239.2,Boeing 787-8,2024-01-21T11:40:00,,2024-01-21T12:10:00,,,,Weather,True,Business,152,0.43
1557,2024-01-21,BS,US-Bangla Airlines,BS897,DAC,CGP,True,228.9,Boeing 737-800,2024-01-21T19:40:00,2024-01-21T20:12:00,2024-01-21T20:10:00,2024-01-21T20:30:00,32.0,20.0,Late Aircraft,False,Business,70,0.35
1558,2024-01-21,BS,US-Bangla Airlines,BS860,DAC,CXB,True,310.7,ATR 72-600,2024-01-21T21:55:00,2024-01-21T22:01:00,2024-01-21T22:25:00,2024-01-21T22:35:00,6.0,10.0,Air Traffic Control,False,Economy,167,0.83
1559,2024-01-21,BS,US-Bangla Airlines,BS417,KUL,DAC,False,2642.3,ATR 72-600,2024-01-21T12:40:00,2024-01-21T12:40:00,2024-01-21T16:11:23.040000,2024-01-21T16:11:23.040000,0.0,0.0,None,False,Business,121,0.35
1560,2024-01-21,2A,Air Astra,2A779,CXB,DAC,True,310.7,Boeing 737-800,2024-01-21T19:25:00,2024-01-21T19:25:00,2024-01-21T19:55:00,2024-01-21T19:55:00,0.0,0.0,None,False,Economy,116,0.58
1561,2024-01-21,BG,Biman Bangladesh Airlines,BG813,CGP,DAC,True,228.9,Boeing 777-300ER,2024-01-21T10:55:00,2024-01-21T10:55:00,2024-01-21T11:25:00,2024-01-21T11:25:00,0.0,0.0,None,False,Economy,150,0.75
1562,2024-01-21,AI,Air India,AI587,DEL,DAC,False,1425.3,Airbus A320,2024-01-21T18:05:00,2024-01-21T18:11:00,2024-01-21T19:59:01.440000,2024-01-21T20:06:01.440000,6.0,7.0,None,False,Business,297,0.85
1563,2024-01-21,EK,Emirates,EK438,DAC,DEL,False,1425.3,Bombardier Dash 8-Q400,2024-01-21T07:10:00,2024-01-21T07:10:00,2024-01-21T09:04:01.440000,2024-01-21T09:13:01.440000,0.0,9.0,None,False,Economy,142,0.41
1564,2024-01-21,BG,Biman Bangladesh Airlines,BG666,DAC,JSR,True,145.9,Boeing 737-800,2024-01-21T11:40:00,2024-01-21T11:45:00,2024-01-21T12:10:00,2024-01-21T12:10:00,5.0,0.0,None,False,Economy,176,0.88
1565,2024-01-21,EK,Emirates,EK362,DOH,DAC,False,3912.7,Bombardier Dash 8-Q400,2024-01-21T19:50:00,2024-01-21T20:01:00,2024-01-22T01:03:00.960000,2024-01-22T01:03:00.960000,11.0,0.0,None,False,Economy,313,0.89
1566,2024-01-21,BG,Biman Bangladesh Airlines,BG170,DAC,JSR,True,145.9,Airbus A320,2024-01-21T13:10:00,2024-01-21T13:14:00,2024-01-21T13:40:00,2024-01-21T13:41:00,4.0,1.0,None,False,Economy,94,0.47
1567,2024-01-21,AI,Air India,AI112,DXB,DAC,False,3536.8,Boeing 737-800,2024-01-21T08:40:00,2024-01-21T11:14:00,2024-01-21T13:22:56.640000,2024-01-21T16:00:56.640000,154.0,158.0,Air Traffic Control,False,Economy,147,0.42
1568,2024-01-21,2A,Air Astra,2A891,DAC,JSR,True,145.9,Airbus A320,2024-01-21T18:00:00,2024-01-21T18:09:00,2024-01-21T18:30:00,2024-01-21T18:31:00,9.0,1.0,Weather,False,Economy,150,0.75
1569,2024-01-21,BS,US-Bangla Airlines,BS471,DAC,JSR,True,145.9,Boeing 787-8,2024-01-21T15:15:00,2024-01-21T16:00:00,2024-01-21T15:45:00,2024-01-21T16:09:00,45.0,24.0,Carrier (Operations),False,Premium Economy,88,0.44
1570,2024-01-21,BS,US-Bangla Airlines,BS455,CGP,CXB,True,90.0,Airbus A320,2024-01-21T13:10:00,2024-01-21T13:11:00,2024-01-21T13:40:00,2024-01-21T13:40:00,1.0,0.0,None,False,Business,80,0.4
1571,2024-01-21,AI,Air India,AI441,DEL,DAC,False,1425.3,Airbus A320,2024-01-21T15:30:00,2024-01-21T15:33:00,2024-01-21T17:24:01.440000,2024-01-21T17:24:01.440000,3.0,0.0,None,False,Economy,128,0.37
1572,2024-01-21,BS,US-Bangla Airlines,BS945,DAC,DOH,False,3912.7,Boeing 777-300ER,2024-01-21T12:10:00,2024-01-21T12:16:00,2024-01-21T17:23:00.960000,2024-01-21T17:23:00.960000,6.0,0.0,None,False,Economy,154,0.44
1573,2024-01-21,AI,Air India,AI265,BKK,DAC,False,1567.8,Boeing 787-8,2024-01-21T18:25:00,2024-01-21T18:28:00,2024-01-21T20:30:25.440000,2024-01-21T20:30:25.440000,3.0,0.0,None,False,Business,170,0.49
1574,2024-01-21,VQ,NovoAir,VQ336,DAC,BZL,True,116.3,Airbus A320,2024-01-21T16:55:00,2024-01-21T16:57:00,2024-01-21T17:25:00,2024-01-21T17:25:00,2.0,0.0,None,False,Economy,96,0.48
1575,2024-01-21,BS,US-Bangla Airlines,BS415,DAC,ZYL,True,194.0,Boeing 787-8,2024-01-21T22:35:00,2024-01-21T22:40:00,2024-01-21T23:05:00,2024-01-21T23:14:00,5.0,9.0,None,False,Premium Economy,100,0.5
1576,2024-01-21,VQ,NovoAir,VQ533,CGP,DAC,True,228.9,Boeing 787-8,2024-01-21T18:25:00,2024-01-21T18:47:00,2024-01-21T18:55:00,2024-01-21T19:20:00,22.0,25.0,Security,False,Economy,172,0.86
1577,2024-01-21,VQ,NovoAir,VQ180,KUL,DAC,False,2642.3,Boeing 737-800,2024-01-21T10:00:00,2024-01-21T10:13:00,2024-01-21T13:31:23.040000,2024-01-21T13:31:23.040000,13.0,0.0,Security,False,Economy,293,0.84
1578,2024-01-21,BS,US-Bangla Airlines,BS839,SPD,DAC,True,260.9,Boeing 737-800,2024-01-21T21:00:00,2024-01-21T21:01:00,2024-01-21T21:30:00,2024-01-21T21:38:00,1.0,8.0,None,False,Economy,151,0.76
1579,2024-01-21,VQ,NovoAir,VQ270,DAC,KUL,False,2642.3,Airbus A320,2024-01-21T17:15:00,2024-01-21T17:19:00,2024-01-21T20:46:23.040000,2024-01-21T20:46:23.040000,4.0,0.0,None,False,Economy,138,0.39
1580,2024-01-21,BG,Biman Bangladesh Airlines,BG840,DAC,ZYL,True,194.0,ATR 72-600,2024-01-21T13:40:00,2024-01-21T13:41:00,2024-01-21T14:10:00,2024-01-21T14:10:00,1.0,0.0,None,False,Economy,72,0.36
1581,2024-01-21,BG,Biman Bangladesh Airlines,BG764,DXB,DAC,False,3536.8,Boeing 777-300ER,2024-01-21T09:35:00,,2024-01-21T14:17:56.640000,,,,Carrier (Operations),True,Economy,298,0.85
1582,2024-01-21,VQ,NovoAir,VQ608,DAC,SIN,False,2896.7,Boeing 737-800,2024-01-21T14:40:00,2024-01-21T14:40:00,2024-01-21T18:31:44.160000,2024-01-21T18:31:44.160000,0.0,0.0,None,False,Economy,277,0.79
1583,2024-01-21,BS,US-Bangla Airlines,BS117,SPD,DAC,True,260.9,Boeing 737-800,2024-01-21T06:40:00,2024-01-21T06:40:00,2024-01-21T07:10:00,2024-01-21T07:10:00,0.0,0.0,None,False,Business,161,0.81
1584,2024-01-21,2A,Air Astra,2A885,DAC,BKK,False,1567.8,Bombardier Dash 8-Q400,2024-01-21T15:45:00,2024-01-21T15:53:00,2024-01-21T17:50:25.440000,2024-01-21T17:56:25.440000,8.0,6.0,Carrier (Operations),False,Economy,293,0.84
1585,2024-01-21,BG,Biman Bangladesh Airlines,BG667,DAC,KUL,False,2642.3,ATR 72-600,2024-01-21T12:25:00,2024-01-21T12:25:00,2024-01-21T15:56:23.040000,2024-01-21T15:57:23.040000,0.0,1.0,None,False,Economy,124,0.35
1586,2024-01-21,SQ,Singapore Airlines,SQ889,DXB,DAC,False,3536.8,Bombardier Dash 8-Q400,2024-01-21T16:50:00,2024-01-21T16:52:00,2024-01-21T21:32:56.640000,2024-01-21T21:32:56.640000,2.0,0.0,None,False,Business,172,0.49
1587,2024-01-21,BS,US-Bangla Airlines,BS714,DAC,CXB,True,310.7,Airbus A320,2024-01-21T19:20:00,2024-01-21T19:21:00,2024-01-21T19:50:00,2024-01-21T19:50:00,1.0,0.0,None,False,Economy,82,0.41
1588,2024-01-21,BS,US-Bangla Airlines,BS854,DAC,ZYL,True,194.0,Boeing 737-800,2024-01-21T09:30:00,2024-01-21T09:56:00,2024-01-21T10:00:00,2024-01-21T10:26:00,26.0,26.0,Weather,False,Economy,110,0.55
1589,2024-01-21,AI,Air India,AI819,DAC,BKK,False,1567.8,Boeing 737-800,2024-01-21T21:40:00,2024-01-21T21:42:00,2024-01-21T23:45:25.440000,2024-01-21T23:47:25.440000,2.0,2.0,None,False,Economy,183,0.52
1590,2024-01-21,SQ,Singapore Airlines,SQ149,DAC,DXB,False,3536.8,Airbus A320,2024-01-21T15:40:00,2024-01-21T15:43:00,2024-01-21T20:22:56.640000,2024-01-21T20:23:56.640000,3.0,1.0,None,False,Business,197,0.56
1591,2024-01-21,SQ,Singapore Airlines,SQ639,DAC,DEL,False,1425.3,Boeing 787-8,2024-01-21T10:40:00,2024-01-21T10:53:00,2024-01-21T12:34:01.440000,2024-01-21T12:34:01.440000,13.0,0.0,Carrier (Operations),False,Economy,233,0.67
1592,2024-01-21,BS,US-Bangla Airlines,BS973,DOH,DAC,False,3912.7,Airbus A320,2024-01-21T05:25:00,2024-01-21T05:35:00,2024-01-21T10:38:00.960000,2024-01-21T10:42:00.960000,10.0,4.0,None,False,Premium Economy,133,0.38
1593,2024-01-21,BS,US-Bangla Airlines,BS607,BKK,DAC,False,1567.8,Boeing 787-8,2024-01-21T16:30:00,2024-01-21T16:30:00,2024-01-21T18:35:25.440000,2024-01-21T18:35:25.440000,0.0,0.0,None,False,Premium Economy,188,0.54
1594,2024-01-21,BG,Biman Bangladesh Airlines,BG910,DAC,JSR,True,145.9,ATR 72-600,2024-01-21T16:40:00,2024-01-21T16:40:00,2024-01-21T17:10:00,2024-01-21T17:14:00,0.0,4.0,None,False,Economy,112,0.56
1595,2024-01-21,QR,Qatar Airways,QR508,DAC,BKK,False,1567.8,Airbus A320,2024-01-21T14:05:00,2024-01-21T14:38:00,2024-01-21T16:10:25.440000,2024-01-21T16:20:25.440000,33.0,10.0,Carrier (Operations),False,Economy,311,0.89
1596,2024-01-21,BG,Biman Bangladesh Airlines,BG356,JSR,DAC,True,145.9,Boeing 737-800,2024-01-21T20:45:00,2024-01-21T20:45:00,2024-01-21T21:15:00,2024-01-21T21:19:00,0.0,4.0,None,False,Economy,147,0.73
1597,2024-01-21,BG,Biman Bangladesh Airlines,BG768,DAC,CXB,True,310.7,Airbus A320,2024-01-21T19:15:00,2024-01-21T19:22:00,2024-01-21T19:45:00,2024-01-21T19:45:00,7.0,0.0,Weather,False,Economy,167,0.83
1598,2024-01-21,BS,US-Bangla Airlines,BS573,JSR,DAC,True,145.9,Boeing 737-800,2024-01-21T22:50:00,2024-01-21T22:50:00,2024-01-21T23:20:00,2024-01-21T23:20:00,0.0,0.0,None,False,Economy,153,0.77
1599,2024-01-21,2A,Air Astra,2A209,CXB,CGP,True,90.0,Boeing 737-800,2024-01-21T20:55:00,2024-01-21T21:00:00,2024-01-21T21:25:00,2024-01-21T21:25:00,5.0,0.0,None,False,Economy,178,0.89
1600,2024-01-21,BG,Biman Bangladesh Airlines,BG606,BZL,DAC,True,116.3,Bombardier Dash 8-Q400,2024-01-21T15:50:00,2024-01-21T15:51:00,2024-01-21T16:20:00,2024-01-21T16:20:00,1.0,0.0,None,False,Economy,153,0.77
1601,2024-01-21,BS,US-Bangla Airlines,BS177,BKK,DAC,False,1567.8,Boeing 737-800,2024-01-21T12:50:00,2024-01-21T12:50:00,2024-01-21T14:55:25.440000,2024-01-21T14:55:25.440000,0.0,0.0,None,False,Economy,296,0.85
1602,2024-01-21,BG,Biman Bangladesh Airlines,BG127,JSR,DAC,True,145.9,Airbus A320,2024-01-21T11:55:00,2024-01-21T11:55:00,2024-01-21T12:25:00,2024-01-21T12:30:00,0.0,5.0,None,False,Economy,87,0.43
1603,2024-01-21,BG,Biman Bangladesh Airlines,BG883,CXB,DAC,True,310.7,ATR 72-600,2024-01-21T18:45:00,2024-01-21T18:47:00,2024-01-21T19:15:00,2024-01-21T19:15:00,2.0,0.0,None,False,Economy,105,0.53
1604,2024-01-21,VQ,NovoAir,VQ493,SPD,DAC,True,260.9,ATR 72-600,2024-01-21T08:15:00,2024-01-21T08:18:00,2024-01-21T08:45:00,2024-01-21T08:45:00,3.0,0.0,None,False,Economy,173,0.86
1605,2024-01-21,BS,US-Bangla Airlines,BS444,BZL,DAC,True,116.3,Boeing 787-8,2024-01-21T07:00:00,2024-01-21T07:20:00,2024-01-21T07:30:00,2024-01-21T07:45:00,20.0,15.0,Weather,False,Economy,100,0.5
1606,2024-01-21,TG,Thai Airways,TG879,DXB,DAC,False,3536.8,Bombardier Dash 8-Q400,2024-01-21T07:50:00,2024-01-21T07:55:00,2024-01-21T12:32:56.640000,2024-01-21T12:39:56.640000,5.0,7.0,None,False,Economy,131,0.37
1607,2024-01-21,BS,US-Bangla Airlines,BS555,CGP,CXB,True,90.0,Boeing 737-800,2024-01-21T06:25:00,2024-01-21T06:27:00,2024-01-21T06:55:00,2024-01-21T06:55:00,2.0,0.0,None,False,Economy,158,0.79
1608,2024-01-21,TG,Thai Airways,TG917,DAC,KUL,False,2642.3,Airbus A320,2024-01-21T18:15:00,2024-01-21T18:33:00,2024-01-21T21:46:23.040000,2024-01-21T22:02:23.040000,18.0,16.0,Carrier (Operations),False,Economy,281,0.8
1609,2024-01-21,QR,Qatar Airways,QR246,DAC,BKK,False,1567.8,ATR 72-600,2024-01-21T17:25:00,2024-01-21T17:49:00,2024-01-21T19:30:25.440000,2024-01-21T19:30:25.440000,24.0,0.0,Air Traffic Control,False,Economy,190,0.54
1610,2024-01-22,BS,US-Bangla Airlines,BS463,CXB,DAC,True,310.7,Boeing 737-800,2024-01-22T14:50:00,2024-01-22T15:11:00,2024-01-22T15:20:00,2024-01-22T15:34:00,21.0,14.0,Carrier (Operations),False,Economy,100,0.5
1611,2024-01-22,SQ,Singapore Airlines,SQ297,DAC,DOH,False,3912.7,Airbus A320,2024-01-22T06:25:00,2024-01-22T07:49:00,2024-01-22T11:38:00.960000,2024-01-22T12:50:00.960000,84.0,72.0,Weather,False,Economy,269,0.77
1612,2024-01-22,VQ,NovoAir,VQ284,DOH,DAC,False,3912.7,Airbus A320,2024-01-22T05:55:00,2024-01-22T05:55:00,2024-01-22T11:08:00.960000,2024-01-22T11:08:00.960000,0.0,0.0,None,False,Economy,191,0.55
1613,2024-01-22,2A,Air Astra,2A641,JSR,DAC,True,145.9,Boeing 787-8,2024-01-22T10:05:00,2024-01-22T10:05:00,2024-01-22T10:35:00,2024-01-22T10:41:00,0.0,6.0,None,False,Economy,169,0.84
1614,2024-01-22,BG,Biman Bangladesh Airlines,BG147,DAC,DXB,False,3536.8,Boeing 737-800,2024-01-22T20:35:00,2024-01-22T20:35:00,2024-01-23T01:17:56.640000,2024-01-23T01:17:56.640000,0.0,0.0,None,False,Economy,225,0.64
1615,2024-01-22,EK,Emirates,EK200,DAC,DXB,False,3536.8,Boeing 787-8,2024-01-22T10:55:00,2024-01-22T11:00:00,2024-01-22T15:37:56.640000,2024-01-22T15:37:56.640000,5.0,0.0,None,False,Economy,249,0.71
1616,2024-01-22,SQ,Singapore Airlines,SQ282,DEL,DAC,False,1425.3,Airbus A320,2024-01-22T08:10:00,2024-01-22T08:11:00,2024-01-22T10:04:01.440000,2024-01-22T10:12:01.440000,1.0,8.0,None,False,Economy,130,0.37
1617,2024-01-22,VQ,NovoAir,VQ574,DAC,CXB,True,310.7,Airbus A320,2024-01-22T15:30:00,2024-01-22T15:50:00,2024-01-22T16:00:00,2024-01-22T16:02:00,20.0,2.0,Air Traffic Control,False,Economy,86,0.43
1618,2024-01-22,SQ,Singapore Airlines,SQ559,DAC,KUL,False,2642.3,Boeing 787-8,2024-01-22T16:00:00,2024-01-22T16:00:00,2024-01-22T19:31:23.040000,2024-01-22T19:34:23.040000,0.0,3.0,None,False,Economy,275,0.79
1619,2024-01-22,BS,US-Bangla Airlines,BS760,DAC,DXB,False,3536.8,Boeing 737-800,2024-01-22T05:40:00,2024-01-22T06:05:00,2024-01-22T10:22:56.640000,2024-01-22T10:22:56.640000,25.0,0.0,Weather,False,Economy,145,0.41
1620,2024-01-22,BS,US-Bangla Airlines,BS656,CGP,CXB,True,90.0,ATR 72-600,2024-01-22T10:55:00,2024-01-22T11:08:00,2024-01-22T11:25:00,2024-01-22T11:25:00,13.0,0.0,None,False,Economy,178,0.89
1621,2024-01-22,BS,US-Bangla Airlines,BS342,DXB,DAC,False,3536.8,ATR 72-600,2024-01-22T20:25:00,2024-01-22T20:36:00,2024-01-23T01:07:56.640000,2024-01-23T01:07:56.640000,11.0,0.0,None,False,Economy,281,0.8
1622,2024-01-22,BG,Biman Bangladesh Airlines,BG419,CCU,DAC,False,239.2,Boeing 787-8,2024-01-22T10:15:00,2024-01-22T10:19:00,2024-01-22T10:45:00,2024-01-22T10:47:00,4.0,2.0,None,False,Economy,127,0.36
1623,2024-01-22,BS,US-Bangla Airlines,BS196,DAC,DOH,False,3912.7,Boeing 737-800,2024-01-22T17:55:00,2024-01-22T17:57:00,2024-01-22T23:08:00.960000,2024-01-22T23:11:00.960000,2.0,3.0,None,False,Economy,247,0.71
1624,2024-01-22,BS,US-Bangla Airlines,BS409,BZL,DAC,True,116.3,ATR 72-600,2024-01-22T07:35:00,2024-01-22T07:35:00,2024-01-22T08:05:00,2024-01-22T08:05:00,0.0,0.0,None,False,Economy,119,0.59
1625,2024-01-22,QR,Qatar Airways,QR317,DOH,DAC,False,3912.7,Airbus A320,2024-01-22T16:25:00,2024-01-22T16:30:00,2024-01-22T21:38:00.960000,2024-01-22T21:38:00.960000,5.0,0.0,None,False,Economy,261,0.75
1626,2024-01-22,MH,Malaysia Airlines,MH192,DAC,CCU,False,239.2,Boeing 737-800,2024-01-22T21:25:00,2024-01-22T21:25:00,2024-01-22T21:55:00,2024-01-22T21:55:00,0.0,0.0,None,False,Economy,187,0.53
1627,2024-01-22,TG,Thai Airways,TG495,DAC,DXB,False,3536.8,Bombardier Dash 8-Q400,2024-01-22T06:25:00,2024-01-22T06:26:00,2024-01-22T11:07:56.640000,2024-01-22T11:07:56.640000,1.0,0.0,None,False,Premium Economy,287,0.82
1628,2024-01-22,2A,Air Astra,2A664,DAC,CGP,True,228.9,Boeing 737-800,2024-01-22T14:05:00,2024-01-22T14:22:00,2024-01-22T14:35:00,2024-01-22T14:37:00,17.0,2.0,Late Aircraft,False,Economy,163,0.81
1629,2024-01-22,BS,US-Bangla Airlines,BS737,CXB,CGP,True,90.0,Boeing 787-8,2024-01-22T14:25:00,2024-01-22T14:25:00,2024-01-22T14:55:00,2024-01-22T14:55:00,0.0,0.0,None,False,Economy,147,0.73
1630,2024-01-22,BG,Biman Bangladesh Airlines,BG536,DAC,DEL,False,1425.3,ATR 72-600,2024-01-22T10:55:00,2024-01-22T11:13:00,2024-01-22T12:49:01.440000,2024-01-22T12:49:01.440000,18.0,0.0,Air Traffic Control,False,Economy,287,0.82
1631,2024-01-22,VQ,NovoAir,VQ176,DAC,BZL,True,116.3,Boeing 737-800,2024-01-22T16:05:00,2024-01-22T16:05:00,2024-01-22T16:35:00,2024-01-22T16:40:00,0.0,5.0,None,False,Business,71,0.35
1632,2024-01-22,MH,Malaysia Airlines,MH254,KUL,DAC,False,2642.3,ATR 72-600,2024-01-22T05:35:00,2024-01-22T05:35:00,2024-01-22T09:06:23.040000,2024-01-22T09:06:23.040000,0.0,0.0,None,False,Economy,245,0.7
1633,2024-01-22,2A,Air Astra,2A631,DAC,CXB,True,310.7,Boeing 787-8,2024-01-22T14:45:00,2024-01-22T15:13:00,2024-01-22T15:15:00,2024-01-22T15:49:00,28.0,34.0,Late Aircraft,False,Economy,141,0.7
1634,2024-01-22,BG,Biman Bangladesh Airlines,BG605,DAC,BZL,True,116.3,Airbus A320,2024-01-22T22:50:00,2024-01-22T22:51:00,2024-01-22T23:20:00,2024-01-22T23:20:00,1.0,0.0,None,False,Economy,110,0.55
1635,2024-01-22,2A,Air Astra,2A793,DAC,DXB,False,3536.8,ATR 72-600,2024-01-22T08:30:00,2024-01-22T08:31:00,2024-01-22T13:12:56.640000,2024-01-22T13:12:56.640000,1.0,0.0,None,False,Economy,180,0.51
1636,2024-01-22,EK,Emirates,EK648,DAC,DEL,False,1425.3,Boeing 737-800,2024-01-22T16:55:00,2024-01-22T17:00:00,2024-01-22T18:49:01.440000,2024-01-22T18:51:01.440000,5.0,2.0,None,False,Business,261,0.75
1637,2024-01-22,BS,US-Bangla Airlines,BS165,CGP,DAC,True,228.9,Boeing 787-8,2024-01-22T16:05:00,2024-01-22T16:06:00,2024-01-22T16:35:00,2024-01-22T16:40:00,1.0,5.0,None,False,Economy,176,0.88
1638,2024-01-22,QR,Qatar Airways,QR362,DAC,BKK,False,1567.8,Bombardier Dash 8-Q400,2024-01-22T08:35:00,2024-01-22T08:36:00,2024-01-22T10:40:25.440000,2024-01-22T10:40:25.440000,1.0,0.0,None,False,Business,191,0.55
